ProductKey,ProductLabel,ProductName,Manufacturer,BrandName,ClassName,ColorName,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,Status
666,306025,Proseware Impresora Office Jet All-in-One M500 Negro,"Proseware, Inc.",Proseware,Normal,Negro,Medio,74.96,163.0,2005-06-09,Activad
667,306026,Proseware Impresora inalámbrica de inyección de tinta Office Jet All-in-One M600 Negro,"Proseware, Inc.",Proseware,Normal,Negro,Medio,87.37,190.0,2005-04-08,Activad
668,306027,Proseware Impresora fotográfica inteligente todo en uno M380 Negro,"Proseware, Inc.",Proseware,Normal,Negro,Medio,67.6,147.0,2007-06-08,Activad
669,306028,Proseware Impresora todo en uno de fotos inalámbrica M390 Negro,"Proseware, Inc.",Proseware,Normal,Negro,Medio,86.45,188.0,2005-02-05,Activad
670,306029,Proseware Impresora láser con interfaces de red inalámbrica y con cable de 23 ppm M680 Negro,"Proseware, Inc.",Proseware,Normal,Negro,Medio,90.13,196.0,2006-03-09,Activad
671,306030,Proseware Impresora fotográfica de inyección de tinta M100 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,73.12,159.0,2006-02-09,Activad
672,306031,Proseware Inyección de tinta todo en uno M300 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,77.72,169.0,2006-03-08,Activad
673,306032,Proseware Impresora láser de inyección E100 Gris,"Proseware, Inc.",Proseware,Economía,Gris,Medio,40.28,79.0,2006-02-20,Activad
674,306033,Proseware Impresora láser de inyección a color X300 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,69.25,209.0,2008-03-09,Activad
675,306034,Proseware Láser de inyección todo en uno X300 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,72.56,219.0,2005-02-08,Activad
676,306035,Proseware Teléfono de fax E100 Gris,"Proseware, Inc.",Proseware,Economía,Gris,Medio,44.36,87.0,2009-01-02,Activad
677,306036,Proseware Equipo de fax E100 Gris,"Proseware, Inc.",Proseware,Economía,Gris,Medio,40.28,79.0,2007-01-04,Activad
678,306037,Proseware Impresora de fax de láser E100 Gris,"Proseware, Inc.",Proseware,Economía,Gris,Medio,46.39,91.0,2005-01-05,Activad
679,306038,Proseware Equipo de fax de inyección de tinta  E100 Gris,"Proseware, Inc.",Proseware,Economía,Gris,Medio,39.77,78.0,2006-03-08,Activad
680,306039,Proseware Escáner móvil de documentos y recibos M200 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,53.34,116.0,2005-02-09,Activad
681,306040,Proseware Escáner plano digital de inyección M300 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,55.64,121.0,2006-02-08,Activad
682,306041,Proseware Impresora de fotos multifuncional M200 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,62.54,136.0,2005-01-04,Activad
683,306042,Proseware Impresora de inyección de tinta inalámbrica todo en uno M400 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,59.32,129.0,2005-02-08,Activad
684,306043,Proseware Escáner de alimentación e inyección de tinta Instant PDF M300 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,73.58,160.0,2005-03-08,Activad
685,306044,"Proseware Impresora, copiadora, escáner multifunción DeskJet M350 Gris","Proseware, Inc.",Proseware,Normal,Gris,Medio,72.66,158.0,2009-01-09,Activad
686,306045,Proseware Escáner dúplex M200 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,68.52,149.0,2008-03-09,Activad
687,306046,Proseware Láser alta velocidad M2000 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,69.25,209.0,2005-02-08,Activad
688,306047,Proseware Impresora de fax de láser M250 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,54.26,118.0,2009-01-02,Activad
689,306048,"Proseware Teléfono, copiadora y fax de inyección de tinta a color M250 Gris","Proseware, Inc.",Proseware,Normal,Gris,Medio,73.12,159.0,2006-02-08,Activad
690,306049,"Proseware Fax de inyección de tinta a color con auricular inalámbrico de 5,8 GHz X250 Gris","Proseware, Inc.",Proseware,Deluxe,Gris,Medio,75.54,228.0,2005-01-04,Activad
691,306050,Proseware Sistema de fax de diseño ligero con contestador X180 Gris,"Proseware, Inc.",Proseware,Deluxe,Gris,Medio,78.19,236.0,2005-01-02,Activad
692,306051,Proseware Fax de láser de alto rendimiento clase Business X200 Gris,"Proseware, Inc.",Proseware,Deluxe,Gris,Medio,82.17,248.0,2006-02-03,Activad
693,306052,Proseware Fax y copiadora de papel normal de calidad professional X100 Gris,"Proseware, Inc.",Proseware,Deluxe,Gris,Medio,75.87,229.0,2007-02-05,Activad
694,306053,Proseware Impresora fotográfica de inyección de tinta E290 Gris,"Proseware, Inc.",Proseware,Economía,Gris,Medio,52.0,102.0,2007-05-09,Activad
695,306054,Proseware Impresora Office Jet All-in-One M500 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,74.96,163.0,2005-06-09,Activad
696,306055,Proseware Impresora inalámbrica de inyección de tinta Office Jet All-in-One M600 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,87.37,190.0,2005-04-08,Activad
697,306056,Proseware Impresora fotográfica inteligente todo en uno M380 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,67.6,147.0,2007-06-08,Activad
698,306057,Proseware Impresora todo en uno de fotos inalámbrica M390 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,86.45,188.0,2005-02-05,Activad
699,306058,Proseware Impresora láser con interfaces de red inalámbrica y con cable de 23 ppm M680 Gris,"Proseware, Inc.",Proseware,Normal,Gris,Medio,90.13,196.0,2006-03-09,Activad
700,306059,Proseware Impresora fotográfica de inyección de tinta M100 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,73.12,159.0,2006-02-09,Activad
701,306060,Proseware Inyección de tinta todo en uno M300 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,77.72,169.0,2006-03-08,Activad
702,306061,Proseware Impresora láser de inyección E100 Blanco,"Proseware, Inc.",Proseware,Economía,Blanco,Medio,40.28,79.0,2006-02-20,Activad
703,306062,Proseware Impresora láser de inyección a color X300 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,69.25,209.0,2008-03-09,Activad
704,306063,Proseware Láser de inyección todo en uno X300 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,72.56,219.0,2005-02-08,Activad
705,306064,Proseware Teléfono de fax E100 Blanco,"Proseware, Inc.",Proseware,Economía,Blanco,Medio,44.36,87.0,2009-01-02,Activad
706,306065,Proseware Equipo de fax E100 Blanco,"Proseware, Inc.",Proseware,Economía,Blanco,Medio,40.28,79.0,2007-01-04,Activad
707,306066,Proseware Impresora de fax de láser E100 Blanco,"Proseware, Inc.",Proseware,Economía,Blanco,Medio,46.39,91.0,2005-01-05,Activad
708,306067,Proseware Equipo de fax de inyección de tinta  E100 Blanco,"Proseware, Inc.",Proseware,Economía,Blanco,Medio,39.77,78.0,2006-03-08,Activad
709,306068,Proseware Escáner móvil de documentos y recibos M200 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,53.34,116.0,2005-02-09,Activad
710,306069,Proseware Escáner plano digital de inyección M300 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,55.64,121.0,2006-02-08,Activad
711,306070,Proseware Impresora de fotos multifuncional M200 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,62.54,136.0,2005-01-04,Activad
712,306071,Proseware Impresora de inyección de tinta inalámbrica todo en uno M400 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,59.32,129.0,2005-02-08,Activad
713,306072,Proseware Escáner de alimentación e inyección de tinta Instant PDF M300 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,73.58,160.0,2005-03-08,Activad
714,306073,"Proseware Impresora, copiadora, escáner multifunción DeskJet M350 Blanco","Proseware, Inc.",Proseware,Normal,Blanco,Medio,72.66,158.0,2009-01-09,Activad
715,306074,Proseware Escáner dúplex M200 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,68.52,149.0,2008-03-09,Activad
716,306075,Proseware Láser alta velocidad M2000 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,69.25,209.0,2005-02-08,Activad
717,306076,Proseware Impresora de fax de láser M250 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,54.26,118.0,2009-01-02,Activad
718,306077,"Proseware Teléfono, copiadora y fax de inyección de tinta a color M250 Blanco","Proseware, Inc.",Proseware,Normal,Blanco,Medio,73.12,159.0,2006-02-08,Activad
719,306078,"Proseware Fax de inyección de tinta a color con auricular inalámbrico de 5,8 GHz X250 Blanco","Proseware, Inc.",Proseware,Deluxe,Blanco,Medio,75.54,228.0,2005-01-04,Activad
720,306079,Proseware Sistema de fax de diseño ligero con contestador X180 Blanco,"Proseware, Inc.",Proseware,Deluxe,Blanco,Medio,78.19,236.0,2005-01-02,Activad
721,306080,Proseware Fax de láser de alto rendimiento clase Business X200 Blanco,"Proseware, Inc.",Proseware,Deluxe,Blanco,Medio,82.17,248.0,2006-02-03,Activad
722,306081,Proseware Fax y copiadora de papel normal de calidad professional X100 Blanco,"Proseware, Inc.",Proseware,Deluxe,Blanco,Medio,75.87,229.0,2007-02-05,Activad
723,306082,Proseware Impresora fotográfica de inyección de tinta E290 Blanco,"Proseware, Inc.",Proseware,Economía,Blanco,Medio,52.0,102.0,2007-05-09,Activad
724,306083,Proseware Impresora Office Jet All-in-One M500 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,74.96,163.0,2005-06-09,Activad
725,306084,Proseware Impresora inalámbrica de inyección de tinta Office Jet All-in-One M600 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,87.37,190.0,2005-04-08,Activad
726,306085,Proseware Impresora fotográfica inteligente todo en uno M380 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,67.6,147.0,2007-06-08,Activad
727,306086,Proseware Impresora todo en uno de fotos inalámbrica M390 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,86.45,188.0,2005-02-05,Activad
728,306087,Proseware Impresora láser con interfaces de red inalámbrica y con cable de 23 ppm M680 Blanco,"Proseware, Inc.",Proseware,Normal,Blanco,Medio,90.13,196.0,2006-03-09,Activad
729,306088,Proseware Escáner plano digital de inyección M300 Verde,"Proseware, Inc.",Proseware,Normal,Verde,Medio,55.64,121.0,2006-02-09,Activad
730,306089,Proseware Impresora de fotos multifuncional M200 Verde,"Proseware, Inc.",Proseware,Normal,Verde,Medio,62.54,136.0,2006-03-08,Activad
731,306090,Proseware Impresora de inyección de tinta inalámbrica todo en uno M400 Verde,"Proseware, Inc.",Proseware,Normal,Verde,Medio,59.32,129.0,2006-02-20,Activad
732,306091,Proseware Escáner de alimentación e inyección de tinta Instant PDF M300 Verde,"Proseware, Inc.",Proseware,Normal,Verde,Medio,73.58,160.0,2008-03-09,Activad
733,306092,"Proseware Impresora, copiadora, escáner multifunción DeskJet M350 Verde","Proseware, Inc.",Proseware,Normal,Verde,Medio,72.66,158.0,2005-02-08,Activad
734,306093,Proseware Escáner dúplex M200 Verde,"Proseware, Inc.",Proseware,Normal,Verde,Medio,68.52,149.0,2009-01-02,Activad
735,306094,Proseware Láser alta velocidad M2000 Verde,"Proseware, Inc.",Proseware,Normal,Verde,Medio,69.25,209.0,2009-01-04,Activad
736,306095,Proseware Impresora de fax de láser M250 Verde,"Proseware, Inc.",Proseware,Normal,Verde,Medio,54.26,118.0,2005-01-05,Activad
737,306096,"Proseware Teléfono, copiadora y fax de inyección de tinta a color M250 Verde","Proseware, Inc.",Proseware,Normal,Verde,Medio,73.12,159.0,2006-03-08,Activad
738,306097,"Proseware Fax de inyección de tinta a color con auricular inalámbrico de 5,8 GHz X250 Verde","Proseware, Inc.",Proseware,Deluxe,Verde,Medio,75.54,228.0,2009-04-09,Activad
739,306098,Proseware Sistema de fax de diseño ligero con contestador X180 Verde,"Proseware, Inc.",Proseware,Deluxe,Verde,Medio,78.19,236.0,2006-02-08,Activad
740,306099,Proseware Fax de láser de alto rendimiento clase Business X200 Verde,"Proseware, Inc.",Proseware,Deluxe,Verde,Medio,82.17,248.0,2009-01-04,Activad
741,306100,Proseware Fax y copiadora de papel normal de calidad professional X100 Verde,"Proseware, Inc.",Proseware,Deluxe,Verde,Medio,75.87,229.0,2009-02-08,Activad
742,306101,Proseware Impresora fotográfica de inyección de tinta E290 Verde,"Proseware, Inc.",Proseware,Economía,Verde,Medio,52.0,102.0,2005-03-08,Activad
743,308001,Contoso Batería recargable E100 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,6.6,12.95,2005-04-16,Activad
744,308002,Contoso Adaptador de alimentación USB dual - adaptador de alimentación E300 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,20.34,39.9,2006-02-05,Activad
745,308003,Contoso Adaptador de automóvil M90 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,9.17,19.95,2005-01-03,Activad
746,308004,Contoso Kit de periféricos de portátil M69 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,7.59,16.5,2006-07-13,Activad
747,308005,Contoso Paquete de bloqueo de mouse E200 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,6.6,12.95,2006-04-16,Activad
748,308006,Contoso Paquete de material de formación E200 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,6.88,13.5,2006-03-02,Activad
749,308007,Contoso Paquete de inicio de equipo portátil M200 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,7.59,16.5,2007-11-13,Activad
750,308008,Contoso Paquete básico de formación M300 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,4.37,9.5,2006-12-31,Activad
751,308009,Contoso Paquete alternativo de escritorio E200 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,5.86,11.5,2005-06-16,Activad
752,308010,Contoso Inversor eléctrico - Invierte la alimentación CC a CA E900 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,4.84,9.5,2006-09-03,Activad
753,308011,Contoso Batería inteligente M901 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,5.29,11.5,2007-02-28,Activad
754,308012,Contoso Ventilador de refrigeración y concentrador para portátil con 4 puertos USB E80 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,15.24,29.9,2006-07-13,Activad
755,308013,Contoso Adaptador de alimentación de portátil para casa u oficina E300 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,13.0,25.5,2006-09-16,Activad
756,308014,Contoso Base de acoplamiento de USB 2.0 M800 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,13.75,29.9,2006-08-02,Activad
757,308015,Contoso Batería de capacidad mejorada M800 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,12.83,27.9,2005-11-13,Activad
758,308016,Contoso Compra inteligente del kit de inicio de conectividad M680 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,12.83,27.9,2007-11-15,Activad
759,308017,Contoso Adaptador de alimentación CA/CC de 90 W E300 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,6.07,11.9,2005-06-16,Activad
760,308018,Contoso Reservar lápiz - lápiz de Tablet PC E200 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,7.09,13.9,2009-04-11,Activad
761,308019,Contoso Adaptador de conexión de vínculo directo de datos USB E600 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,8.62,16.9,2006-07-03,Activad
762,308020,Contoso Paquete principal de batería con capacidad ampliada - batería de portátil X100 Negro,"Contoso, Ltd",Contoso,Deluxe,Negro,Alto,11.23,33.9,2008-09-30,Activad
763,308021,Contoso Kit de accesorios de cámara digital M200 Negro,"Contoso, Ltd",Contoso,Normal,Negro,Alto,10.99,23.9,2005-04-16,Activad
764,308022,Contoso Estuche de piel - estuche para cámara de fotografía digital X200 Negro,"Contoso, Ltd",Contoso,Deluxe,Negro,Alto,13.22,39.9,2008-02-05,Activad
765,308023,Contoso Tapa de lente E80 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,15.27,29.95,2009-01-03,Activad
766,308024,Contoso Cargador de batería E200 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,10.15,19.9,2005-07-30,Activad
767,308025,Contoso Mouse óptico USB E200 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,7.9,15.5,2006-05-16,Activad
768,308026,Contoso 1 filtro/separador de módem ADSL E100 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,9.13,17.9,2007-11-02,Activad
769,308027,Contoso 2 filtros/separadores de módem ADSL E200 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,11.68,22.9,2008-05-05,Activad
770,308028,Contoso 3 filtros/separadores de módem ADSL E300 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,26.97,52.9,2009-03-31,Activad
771,308029,Contoso Teclado multimedia en onda USB E280 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,8.11,15.9,2006-08-08,Activad
772,308030,Contoso Cables para el contenedor de unidad de disco duro USB 2.0 E920 Negro,"Contoso, Ltd",Contoso,Economía,Negro,Alto,6.07,11.9,2006-09-19,Activad
773,308031,Contoso Teclado multimedia en onda USB E280 Azul,"Contoso, Ltd",Contoso,Economía,Azul,Alto,8.11,15.9,2008-02-28,Activad
774,308032,Contoso Mouse óptico USB E200 Azul,"Contoso, Ltd",Contoso,Economía,Azul,Alto,7.9,15.5,2008-07-13,Activad
775,308033,Contoso Batería inteligente M901 Azul,"Contoso, Ltd",Contoso,Normal,Azul,Alto,5.29,11.5,2008-11-18,Activad
776,308034,Contoso Digital Camera Accessory kit M200 Azul,"Contoso, Ltd",Contoso,Normal,Azul,Alto,10.99,23.9,2009-04-16,Activad
777,308035,Contoso Reservar lápiz - lápiz de Tablet PC E200 Azul,"Contoso, Ltd",Contoso,Economía,Azul,Alto,7.09,13.9,2006-02-05,Activad
778,308036,Contoso Batería recargable E100 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,6.6,12.95,2005-04-16,Activad
779,308037,Contoso Adaptador de alimentación USB dual - adaptador de alimentación E300 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,20.34,39.9,2006-02-05,Activad
780,308038,Contoso Adaptador de automóvil M90 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,9.17,19.95,2005-01-03,Activad
781,308039,Contoso Kit de periféricos de portátil M69 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,7.59,16.5,2006-07-13,Activad
782,308040,Contoso Paquete de bloqueo de mouse E200 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,6.6,12.95,2006-04-16,Activad
783,308041,Contoso Paquete de material de formación E200 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,6.88,13.5,2006-03-02,Activad
784,308042,Contoso Paquete de inicio de equipo portátil M200 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,7.59,16.5,2007-11-13,Activad
785,308043,Contoso Paquete básico de formación M300 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,4.37,9.5,2006-12-31,Activad
786,308044,Contoso Paquete alternativo de escritorio E200 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,5.86,11.5,2005-06-16,Activad
787,308045,Contoso Inversor eléctrico - Invierte la alimentación CC a CA E900 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,4.84,9.5,2006-09-03,Activad
788,308046,Contoso Batería inteligente M901 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,5.29,11.5,2007-02-28,Activad
789,308047,Contoso Ventilador de refrigeración y concentrador para portátil con 4 puertos USB E80 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,15.24,29.9,2006-07-13,Activad
790,308048,Contoso Adaptador de alimentación de portátil para casa u oficina E300 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,13.0,25.5,2006-09-16,Activad
791,308049,Contoso Base de acoplamiento de USB 2.0 M800 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,13.75,29.9,2006-08-02,Activad
792,308050,Contoso Batería de capacidad mejorada M800 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,12.83,27.9,2005-11-13,Activad
793,308051,Contoso Compra inteligente del kit de inicio de conectividad M680 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,12.83,27.9,2007-11-15,Activad
794,308052,Contoso Adaptador de alimentación CA/CC de 90 W E300 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,6.07,11.9,2005-06-16,Activad
795,308053,Contoso Reservar lápiz - lápiz de Tablet PC E200 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,7.09,13.9,2009-04-11,Activad
796,308054,Contoso Adaptador de conexión de vínculo directo de datos USB E600 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,8.62,16.9,2006-07-03,Activad
797,308055,Contoso Paquete principal de batería con capacidad ampliada - batería de portátil X100 Blanco,"Contoso, Ltd",Contoso,Deluxe,Blanco,Alto,11.23,33.9,2008-09-30,Activad
798,308056,Contoso Kit de accesorios de cámara digital M200 Blanco,"Contoso, Ltd",Contoso,Normal,Blanco,Alto,10.99,23.9,2005-04-16,Activad
799,308057,Contoso Estuche de piel - estuche para cámara de fotografía digital X200 Blanco,"Contoso, Ltd",Contoso,Deluxe,Blanco,Alto,13.22,39.9,2008-02-05,Activad
800,308058,Contoso Tapa de lente E80 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,15.27,29.95,2009-01-03,Activad
801,308059,Contoso Cargador de batería E200 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,10.15,19.9,2005-07-30,Activad
802,308060,Contoso Mouse óptico USB E200 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,7.9,15.5,2006-05-16,Activad
803,308061,Contoso 1 filtro/separador de módem ADSL E100 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,9.13,17.9,2008-11-02,Activad
804,308062,Contoso 2 filtros/separadores de módem ADSL E200 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,11.68,22.9,2009-05-05,Activad
805,308063,Contoso 3 filtros/separadores de módem ADSL E300 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,26.97,52.9,2009-03-31,Activad
806,308064,Contoso Teclado multimedia en onda USB E280 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,8.11,15.9,2006-08-08,Activad
807,308065,Contoso Cables para el contenedor de unidad de disco duro USB 2.0 E920 Blanco,"Contoso, Ltd",Contoso,Economía,Blanco,Alto,6.07,11.9,2006-09-19,Activad
808,308066,Contoso Batería recargable E100 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,6.6,12.95,2005-04-16,Activad
809,308067,Contoso Adaptador de alimentación USB dual - adaptador de alimentación E300 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,20.34,39.9,2006-02-05,Activad
810,308068,Contoso Adaptador de automóvil M90 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,9.17,19.95,2005-01-03,Activad
811,308069,Contoso Kit de periféricos de portátil M69 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,7.59,16.5,2006-07-13,Activad
812,308070,Contoso Paquete de bloqueo de mouse E200 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,6.6,12.95,2006-04-16,Activad
813,308071,Contoso Paquete de material de formación E200 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,6.88,13.5,2006-03-02,Activad
814,308072,Contoso Paquete de inicio de equipo portátil M200 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,7.59,16.5,2007-11-13,Activad
815,308073,Contoso Paquete básico de formación M300 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,4.37,9.5,2006-12-31,Activad
816,308074,Contoso Paquete alternativo de escritorio E200 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,5.86,11.5,2005-06-16,Activad
817,308075,Contoso Inversor eléctrico - Invierte la alimentación CC a CA E900 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,4.84,9.5,2006-09-03,Activad
818,308076,Contoso Batería inteligente M901 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,5.29,11.5,2007-02-28,Activad
819,308077,Contoso Ventilador de refrigeración y concentrador para portátil con 4 puertos USB E80 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,15.24,29.9,2006-07-13,Activad
820,308078,Contoso Adaptador de alimentación de portátil para casa u oficina E300 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,13.0,25.5,2006-09-16,Activad
821,308079,Contoso Base de acoplamiento de USB 2.0 M800 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,13.75,29.9,2006-08-02,Activad
822,308080,Contoso Batería de capacidad mejorada M800 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,12.83,27.9,2005-11-13,Activad
823,308081,Contoso Compra inteligente del kit de inicio de conectividad M680 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,12.83,27.9,2007-11-15,Activad
824,308082,Contoso Adaptador de alimentación CA/CC de 90 W E300 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,6.07,11.9,2005-06-16,Activad
825,308083,Contoso Reservar lápiz - lápiz de Tablet PC E200 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,7.09,13.9,2009-04-11,Activad
826,308084,Contoso Adaptador de conexión de vínculo directo de datos USB E600 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,8.62,16.9,2006-07-03,Activad
827,308085,Contoso Paquete principal de batería con capacidad ampliada - batería de portátil X100 Gris,"Contoso, Ltd",Contoso,Deluxe,Gris,Alto,11.23,33.9,2008-09-30,Activad
828,308086,Contoso Kit de accesorios de cámara digital M200 Gris,"Contoso, Ltd",Contoso,Normal,Gris,Alto,10.99,23.9,2005-04-16,Activad
829,308087,Contoso Estuche de piel - estuche para cámara de fotografía digital X200 Gris,"Contoso, Ltd",Contoso,Deluxe,Gris,Alto,13.22,39.9,2008-02-05,Activad
830,308088,Contoso Tapa de lente E80 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,15.27,29.95,2009-01-03,Activad
831,308089,Contoso Cargador de batería E200 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,10.15,19.9,2005-07-30,Activad
832,308090,Contoso Mouse óptico USB E200 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,7.9,15.5,2006-05-16,Activad
833,308091,Contoso 1 filtro/separador de módem ADSL E100 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,9.13,17.9,2008-11-02,Activad
834,308092,Contoso 2 filtros/separadores de módem ADSL E200 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,11.68,22.9,2009-05-05,Activad
835,308093,Contoso 3 filtros/separadores de módem ADSL E300 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,26.97,52.9,2009-03-31,Activad
836,308094,Contoso Teclado multimedia en onda USB E280 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,8.11,15.9,2006-08-08,Activad
837,308095,Contoso Cables para el contenedor de unidad de disco duro USB 2.0 E920 Gris,"Contoso, Ltd",Contoso,Economía,Gris,Alto,6.07,11.9,2006-09-19,Activad
838,308096,Contoso Mouse óptico USB E200 Oro,"Contoso, Ltd",Contoso,Economía,Oro,Alto,7.9,15.5,2008-11-13,Activad
